area label,area,"Cumulative cases of COVID-19 by specimen date, total confirmed"
area label,area,13227.00
area label,area,Count
area label,area,raw
area label,area,44406.00
area label,area,daily_2021_07_29
East (ADASS Region),ADASS-172176,487564.00
East Midlands (ADASS Region),ADASS-172177,448245.00
Greater London (ADASS Region),ADASS-172178,887308.00
North East (ADASS Region),ADASS-172179,297042.00
North West (ADASS Region),ADASS-172180,840163.00
South East (ADASS Region),ADASS-172181,663143.00
South West (ADASS Region),ADASS-172182,326832.00
West Midlands (ADASS Region),ADASS-172183,553597.00
Yorkshire/Humberside (ADASS Region),ADASS-172184,542711.00
England,E92000001,5090505.00
