area label,area,Cumulative no. residents who have received one dose of a COVID-19 vaccine
area label,area,14814.00
area label,area,Count
area label,area,raw
area label,area,Week end 25/07/2021
area label,area,weekly_2021_07_25
East (ADASS Region),ADASS-172176,4410694.00
East Midlands (ADASS Region),ADASS-172177,3572494.00
Greater London (ADASS Region),ADASS-172178,5582027.00
North East (ADASS Region),ADASS-172179,1888062.00
North West (ADASS Region),ADASS-172180,5022119.00
South East (ADASS Region),ADASS-172181,6377566.00
South West (ADASS Region),ADASS-172182,4174954.00
West Midlands (ADASS Region),ADASS-172183,3961837.00
Yorkshire/Humberside (ADASS Region),ADASS-172184,3768221.00
England,E92000001,38889840.00
