Amber Valley,E07000032,37885.00,43827.00,48461.00,53175.00,63010.00,70437.00,72438.00,74401.00,74923.00,75999.00,76620.00,77137.00,77751.00,79996.00,82735.00,83930.00,86624.00,89434.00,91691.00,92969.00,93578.00,93930.00
Angus,S12000041,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Antrim and Newtownabbey,N09000001,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Ards and North Down,N09000011,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Argyll and Bute,S12000035,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Armagh Banbridge and Craigavon,N09000002,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Ealing,E09000009,75700.00,88235.00,94997.00,104087.00,117999.00,129938.00,133652.00,135766.00,141393.00,145077.00,148941.00,153849.00,161118.00,169691.00,180633.00,190527.00,199651.00,209957.00,218569.00,224659.00,228428.00,231201.00
East Ayrshire,S12000008,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
East Cambridgeshire,E07000009,24827.00,28604.00,33295.00,36821.00,42439.00,44570.00,44857.00,45582.00,46833.00,49375.00,50638.00,51467.00,52573.00,54274.00,57117.00,57664.00,60193.00,62362.00,63763.00,64748.00,65100.00,65534.00
East Devon,E07000040,57183.00,63225.00,67228.00,71805.00,80976.00,86152.00,86937.00,87144.00,88796.00,89981.00,91636.00,93733.00,96140.00,98519.00,100619.00,102227.00,103651.00,106902.00,110601.00,112369.00,113755.00,114470.00
East Dunbartonshire,S12000045,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
East Hampshire,E07000085,36992.00,42282.00,47558.00,51579.00,60073.00,68425.00,69551.00,70857.00,71846.00,72831.00,74333.00,75923.00,77757.00,80139.00,82396.00,83568.00,85228.00,88397.00,90707.00,92062.00,93259.00,93968.00
East Hertfordshire,E07000242,37340.00,42960.00,47169.00,51162.00,62520.00,70510.00,72825.00,73257.00,75529.00,77833.00,81020.00,83264.00,87569.00,90642.00,92886.00,94750.00,96794.00,99885.00,103499.00,105867.00,106890.00,107544.00
East Lindsey,E07000137,49332.00,56797.00,64277.00,70542.00,79194.00,85727.00,89220.00,90345.00,91684.00,92646.00,93509.00,94152.00,96441.00,98263.00,100062.00,100928.00,102863.00,105317.00,107665.00,109426.00,110002.00,110525.00
East Lothian,S12000010,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
East Renfrewshire,S12000011,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
East Riding of Yorkshire,E06000011,114642.00,130401.00,142523.00,157384.00,175678.00,188320.00,192994.00,195626.00,199653.00,204795.00,206838.00,211432.00,216719.00,222432.00,228557.00,232414.00,238464.00,244481.00,250769.00,255595.00,258455.00,259901.00
East Staffordshire,E07000193,34906.00,39412.00,43459.00,46230.00,54717.00,60418.00,62060.00,62294.00,62741.00,63274.00,64452.00,65529.00,68884.00,71077.00,73368.00,73937.00,75038.00,78112.00,80078.00,81760.00,82570.00,83217.00
East Suffolk,E07000244,94312.00,105984.00,114511.00,123643.00,137409.00,142921.00,144581.00,145913.00,147424.00,150454.00,152123.00,154821.00,165988.00,171337.00,176008.00,178292.00,180407.00,182718.00,185149.00,186643.00,188118.00,189098.00
East Sussex,E10000011,190037.00,213596.00,234691.00,250739.00,282128.00,298950.00,303928.00,306428.00,310216.00,316494.00,321551.00,327298.00,336371.00,346070.00,353534.00,359871.00,368242.00,377150.00,385177.00,392143.00,396000.00,398893.00
Eastbourne,E07000061,37402.00,43375.00,48075.00,49846.00,54799.00,56892.00,57260.00,57602.00,58132.00,58933.00,60073.00,60767.00,62806.00,64584.00,65494.00,66459.00,67893.00,69330.00,70669.00,72099.00,72570.00,72983.00
Eastleigh,E07000086,36785.00,41664.00,46592.00,51045.00,59183.00,66134.00,67749.00,68812.00,70499.00,72626.00,74021.00,75813.00,77826.00,80765.00,83340.00,84560.00,86492.00,89189.00,91762.00,93892.00,95728.00,97012.00
Eden,E07000030,15207.00,17211.00,18955.00,20620.00,23987.00,27875.00,29966.00,30744.00,31529.00,32204.00,32919.00,33745.00,34469.00,35669.00,36519.00,37586.00,38405.00,39177.00,40355.00,40915.00,41399.00,41522.00
Edinburgh,S12000036,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Eilean Siar,S12000013,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Elmbridge,E07000207,35155.00,39881.00,43788.00,47069.00,57341.00,62153.00,62949.00,63454.00,65483.00,69636.00,72252.00,74543.00,77636.00,82472.00,85960.00,89023.00,92610.00,94688.00,96450.00,97577.00,98236.00,98781.00
Enfield,E09000010,83335.00,95546.00,104658.00,111541.00,123274.00,136657.00,142013.00,145527.00,146742.00,148678.00,150410.00,152458.00,160754.00,165646.00,171231.00,176609.00,179411.00,183460.00,187196.00,189750.00,191236.00,192686.00
Epping Forest,E07000072,34516.00,37805.00,41994.00,45782.00,54021.00,61235.00,63703.00,64397.00,65871.00,67474.00,69861.00,71571.00,72974.00,74944.00,77492.00,79297.00,80993.00,83010.00,85818.00,87783.00,88859.00,89496.00
Epsom and Ewell,E07000208,22154.00,25654.00,27711.00,30338.00,35265.00,36773.00,37305.00,37679.00,39103.00,40438.00,42001.00,43325.00,45050.00,46987.00,49003.00,50199.00,51561.00,53197.00,54960.00,55867.00,56542.00,57009.00
Erewash,E07000036,32241.00,37800.00,42038.00,46449.00,54620.00,57334.00,59097.00,59665.00,61514.00,62980.00,64668.00,65952.00,66911.00,67931.00,70764.00,71707.00,74639.00,77637.00,80230.00,81135.00,81633.00,81936.00
Essex,E10000012,413873.00,468986.00,509309.00,549548.00,645170.00,729835.00,755692.00,762111.00,778187.00,795942.00,810970.00,826560.00,855476.00,890658.00,915413.00,933129.00,954957.00,979380.00,1010303.00,1029134.00,1041068.00,1049370.00
Exeter,E07000041,33545.00,38078.00,42015.00,45868.00,52132.00,56462.00,57285.00,57467.00,58851.00,60002.00,61435.00,63596.00,65526.00,68110.00,70457.00,72720.00,74177.00,78796.00,84796.00,87741.00,90100.00,91108.00
Falkirk,S12000014,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Fareham,E07000087,36276.00,41574.00,46290.00,51022.00,60336.00,66149.00,66977.00,67388.00,68068.00,69286.00,70316.00,71011.00,72214.00,74502.00,77465.00,78970.00,80618.00,82291.00,84775.00,85889.00,87148.00,87838.00
Fenland,E07000010,29458.00,33401.00,37389.00,42617.00,48138.00,51944.00,52904.00,53381.00,54089.00,55073.00,56201.00,57471.00,60112.00,62008.00,63362.00,64850.00,66267.00,68102.00,71010.00,72011.00,72493.00,72843.00
Fermanagh and Omagh,N09000006,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Fife,S12000047,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Flintshire,W06000005,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Folkestone and Hythe,E07000112,38132.00,44212.00,47385.00,50268.00,57894.00,61074.00,61710.00,62041.00,62698.00,63245.00,63964.00,65095.00,66867.00,68849.00,70551.00,71979.00,74623.00,77385.00,78586.00,79380.00,79908.00,80292.00
Forest of Dean,E07000080,24494.00,26806.00,30628.00,34231.00,39703.00,44461.00,45388.00,45695.00,46053.00,46364.00,46622.00,46838.00,48393.00,49977.00,51771.00,52342.00,53888.00,55679.00,57050.00,58624.00,59501.00,59870.00
Fylde,E07000119,29190.00,32578.00,35729.00,39422.00,44784.00,48668.00,49336.00,50047.00,50738.00,51364.00,52148.00,52883.00,54324.00,55953.00,56720.00,57407.00,58061.00,59427.00,60653.00,61393.00,61769.00,62006.00
Gateshead,E08000037,54626.00,61930.00,68293.00,73536.00,86691.00,93806.00,96577.00,100215.00,101851.00,105234.00,107219.00,110165.00,112546.00,117227.00,120736.00,123016.00,124995.00,128958.00,133328.00,137132.00,138674.00,139809.00
Gedling,E07000173,37206.00,43701.00,47625.00,50555.00,58984.00,62656.00,63655.00,64151.00,65444.00,66030.00,66705.00,67841.00,68857.00,71128.00,74283.00,75345.00,77683.00,80227.00,81861.00,82926.00,83458.00,83854.00
Glasgow,S12000049,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Gloucester,E07000081,37610.00,41047.00,45040.00,50231.00,58518.00,64574.00,65468.00,65625.00,65854.00,66129.00,66990.00,69080.00,70581.00,72597.00,74644.00,77255.00,80753.00,84928.00,86406.00,87661.00,88250.00,88793.00
Gloucestershire,E10000013,191885.00,213890.00,234469.00,256473.00,302836.00,333308.00,338166.00,341092.00,344358.00,348128.00,352276.00,362871.00,373065.00,387560.00,398998.00,410429.00,426465.00,442281.00,453868.00,461045.00,464999.00,467841.00
Gosport,E07000088,24297.00,27763.00,30799.00,34618.00,40303.00,42475.00,43105.00,43632.00,44444.00,45305.00,46370.00,47157.00,49467.00,50056.00,50890.00,51309.00,52329.00,53733.00,55217.00,56375.00,57600.00,58538.00
Gravesham,E07000109,29451.00,34790.00,37498.00,39268.00,45059.00,47974.00,48735.00,49075.00,49962.00,51070.00,52171.00,53885.00,55096.00,56583.00,58219.00,59373.00,61291.00,63110.00,65702.00,66841.00,67925.00,68535.00
Great Yarmouth,E07000145,32156.00,36090.00,39277.00,43950.00,49698.00,54259.00,55382.00,55725.00,56358.00,57354.00,57971.00,58941.00,61789.00,64248.00,65467.00,66616.00,67667.00,68948.00,70278.00,70808.00,71312.00,71692.00
Greenwich,E09000011,54004.00,63752.00,72237.00,78494.00,88952.00,98274.00,101864.00,103447.00,106087.00,109267.00,111960.00,114880.00,120011.00,126050.00,135598.00,142512.00,150297.00,155979.00,161777.00,165366.00,168941.00,170794.00
Guildford,E07000209,36231.00,40523.00,45353.00,49797.00,59714.00,64036.00,65334.00,65812.00,67869.00,70617.00,72379.00,74489.00,75818.00,79294.00,83251.00,85759.00,89426.00,93274.00,96599.00,99767.00,101283.00,102394.00
Gwynedd,W06000002,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Hackney,E09000012,34191.00,42383.00,49984.00,56024.00,65539.00,73088.00,75700.00,77625.00,81504.00,84193.00,87948.00,91444.00,96527.00,102856.00,111726.00,119368.00,127141.00,138102.00,147235.00,152082.00,155218.00,157135.00
Halton,E06000006,35744.00,41455.00,44774.00,49062.00,55755.00,61633.00,63935.00,64510.00,65688.00,67258.00,68483.00,69695.00,71631.00,74469.00,76372.00,78271.00,80751.00,82920.00,84647.00,85823.00,86638.00,87130.00
Hambleton,E07000164,30492.00,35685.00,38134.00,41461.00,48487.00,53106.00,54062.00,54823.00,55489.00,56039.00,56667.00,57253.00,58335.00,60283.00,61302.00,62372.00,63854.00,65070.00,66816.00,68999.00,70038.00,70835.00
Hammersmith and Fulham,E09000013,31636.00,37997.00,41696.00,45577.00,54292.00,61258.00,63000.00,64061.00,67158.00,69223.00,71825.00,74430.00,77821.00,83137.00,88432.00,94334.00,100779.00,109123.00,115067.00,118694.00,120770.00,122171.00
Hampshire,E10000014,405855.00,464080.00,512201.00,559190.00,659427.00,727709.00,743010.00,750974.00,763742.00,780958.00,795606.00,811574.00,835710.00,868484.00,897218.00,910944.00,933726.00,962799.00,989583.00,1009727.00,1023382.00,1032736.00
Harborough,E07000131,29529.00,34114.00,37086.00,40614.00,45033.00,50015.00,51414.00,52524.00,53506.00,54348.00,55065.00,56261.00,57489.00,59756.00,61437.00,63222.00,64690.00,66774.00,68686.00,69860.00,70343.00,70742.00
Haringey,E09000014,46000.00,54593.00,62739.00,68702.00,76862.00,87500.00,89980.00,93048.00,94869.00,97403.00,100600.00,105223.00,110746.00,116010.00,122570.00,129572.00,135909.00,145430.00,151943.00,155850.00,158819.00,160992.00
Harlow,E07000073,21252.00,23655.00,25829.00,28865.00,32253.00,37589.00,38840.00,39469.00,41079.00,41877.00,43396.00,44248.00,45056.00,46363.00,48115.00,49313.00,50685.00,52303.00,54727.00,55933.00,56621.00,57087.00
Harrogate,E07000165,48753.00,58293.00,64416.00,70138.00,82118.00,92283.00,93618.00,94427.00,95137.00,95500.00,98903.00,99494.00,102189.00,105749.00,107902.00,109510.00,111618.00,113087.00,116203.00,118654.00,121064.00,122700.00
Harrow,E09000015,73109.00,83888.00,91377.00,97121.00,105331.00,110555.00,113432.00,115124.00,117159.00,118942.00,120392.00,123887.00,128763.00,134373.00,142530.00,150124.00,154416.00,157596.00,161048.00,163439.00,165248.00,166517.00
Hart,E07000089,25497.00,29659.00,32310.00,35536.00,43019.00,48975.00,50298.00,50932.00,52854.00,53695.00,54932.00,56641.00,59635.00,63635.00,66068.00,67245.00,68870.00,70165.00,71805.00,72902.00,73617.00,74087.00
Hartlepool,E06000001,24677.00,29709.00,32552.00,35553.00,40335.00,45043.00,45832.00,46876.00,47647.00,48853.00,49394.00,50381.00,52202.00,53453.00,54340.00,54900.00,56357.00,57620.00,59242.00,61029.00,62043.00,62755.00
Hastings,E07000062,25485.00,28864.00,31510.00,34763.00,39927.00,42034.00,44284.00,45134.00,45756.00,46561.00,47097.00,48091.00,49821.00,51771.00,53367.00,54454.00,55670.00,57342.00,58549.00,59839.00,60562.00,61267.00
Havant,E07000090,40565.00,46425.00,51329.00,54976.00,66879.00,73548.00,74478.00,74989.00,75434.00,75794.00,76320.00,76793.00,77548.00,78515.00,80322.00,81728.00,83806.00,86115.00,88005.00,89525.00,90682.00,91576.00
Havering,E09000016,62655.00,73186.00,80614.00,87962.00,102620.00,112706.00,116512.00,117528.00,120281.00,123578.00,126131.00,129154.00,133353.00,136941.00,140695.00,144054.00,148171.00,152365.00,159895.00,163639.00,165124.00,166252.00
Herefordshire,E06000019,63663.00,71195.00,77839.00,86618.00,96660.00,102417.00,103134.00,103518.00,104118.00,106100.00,107555.00,109869.00,112585.00,116676.00,119295.00,120540.00,123408.00,126471.00,129153.00,134461.00,136956.00,137971.00
Hertfordshire,E10000015,292315.00,333297.00,371501.00,407103.00,479380.00,536780.00,552798.00,561092.00,576403.00,597230.00,618061.00,635027.00,654062.00,677527.00,699961.00,719476.00,740270.00,765247.00,792375.00,807896.00,818388.00,823987.00
Hertsmere,E07000098,30573.00,34996.00,38156.00,42606.00,47503.00,51221.00,53162.00,55627.00,56538.00,57499.00,58438.00,59176.00,60845.00,62736.00,63710.00,66220.00,67852.00,69728.00,71698.00,72553.00,73251.00,73707.00
High Peak,E07000037,26412.00,29867.00,34420.00,37217.00,43626.00,48819.00,50364.00,51632.00,53536.00,54615.00,55308.00,55762.00,56501.00,59248.00,61642.00,62346.00,63365.00,65432.00,67207.00,68108.00,68479.00,68982.00
Highland,S12000017,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Hillingdon,E09000017,72984.00,85361.00,95433.00,102920.00,114617.00,122025.00,124984.00,127062.00,131000.00,134000.00,136222.00,140252.00,147570.00,154533.00,161534.00,167255.00,173488.00,180635.00,186860.00,191308.00,194427.00,196476.00
Hinckley and Bosworth,E07000132,34739.00,39643.00,43304.00,47874.00,53787.00,59514.00,61107.00,61698.00,62803.00,63902.00,64791.00,65863.00,67050.00,69733.00,72139.00,73403.00,74735.00,77113.00,79523.00,81169.00,82105.00,82507.00
Horsham,E07000227,46155.00,54213.00,59285.00,64076.00,73019.00,76631.00,77367.00,77740.00,81146.00,83833.00,85325.00,87180.00,91834.00,94309.00,97807.00,99863.00,101636.00,103889.00,105849.00,107481.00,108833.00,109436.00
Hounslow,E09000018,61452.00,70649.00,78486.00,84555.00,94368.00,103001.00,105885.00,107478.00,111157.00,114629.00,118813.00,123491.00,128824.00,138013.00,149026.00,158949.00,164804.00,170417.00,175134.00,178841.00,181489.00,183618.00
Huntingdonshire,E07000011,47624.00,56953.00,63677.00,70934.00,81014.00,90948.00,92596.00,93192.00,95562.00,98811.00,101277.00,103659.00,107773.00,112544.00,116209.00,119070.00,121625.00,124243.00,128250.00,130120.00,131518.00,132546.00
Hyndburn,E07000120,19846.00,22347.00,24957.00,27237.00,31457.00,35064.00,36698.00,37243.00,37607.00,37856.00,38626.00,39778.00,41020.00,43335.00,45655.00,46816.00,47507.00,48431.00,49971.00,50749.00,51362.00,51703.00
Inverclyde,S12000018,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Ipswich,E07000202,39234.00,45692.00,50532.00,53893.00,60394.00,62925.00,64066.00,64452.00,65523.00,66999.00,68359.00,69302.00,72825.00,77120.00,80518.00,82171.00,84538.00,86521.00,88245.00,89555.00,90716.00,91532.00
Isle of Anglesey,W06000001,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Isle of Wight,E06000046,55888.00,61724.00,68256.00,74268.00,82745.00,87020.00,87850.00,88348.00,88906.00,89590.00,90452.00,92211.00,94276.00,96463.00,97710.00,98324.00,99011.00,102255.00,103879.00,104208.00,104672.00,104986.00
Isles of Scilly,E06000053,884.00,885.00,1122.00,1391.00,1532.00,1542.00,1545.00,1552.00,1556.00,1564.00,1568.00,1580.00,1584.00,1587.00,1616.00,1635.00,1641.00,1646.00,1658.00,1707.00,Suppressed,Suppressed
Islington,E09000019,34554.00,41026.00,44800.00,51457.00,61293.00,69331.00,71290.00,72762.00,76364.00,78522.00,80870.00,84415.00,88956.00,94162.00,100867.00,108753.00,115638.00,125901.00,136069.00,140765.00,143565.00,145202.00
Kensington and Chelsea,E09000020,28213.00,32875.00,36652.00,40597.00,47129.00,52318.00,53968.00,55260.00,57847.00,59593.00,61697.00,64000.00,67209.00,71063.00,74925.00,78672.00,82684.00,87752.00,91807.00,94251.00,96068.00,97256.00
Kent,E10000016,445284.00,507537.00,552633.00,599363.00,691376.00,750456.00,766694.00,772611.00,786222.00,801228.00,819259.00,843074.00,872082.00,900632.00,928080.00,947678.00,977359.00,1011883.00,1040829.00,1061191.00,1076077.00,1085535.00
King's Lynn and West Norfolk,E07000146,52864.00,59340.00,64447.00,69444.00,77479.00,83386.00,84651.00,85004.00,86049.00,87626.00,88813.00,90044.00,93874.00,96124.00,98702.00,100900.00,102651.00,106061.00,108876.00,110536.00,111527.00,112030.00
Kingston upon Hull,E06000010,61924.00,74448.00,82217.00,91998.00,103788.00,114211.00,117978.00,118979.00,120558.00,122896.00,124561.00,127927.00,132223.00,136555.00,140231.00,144207.00,148622.00,152876.00,159111.00,163581.00,166365.00,168598.00
Kingston upon Thames,E09000021,38797.00,46660.00,50537.00,54918.00,62766.00,67923.00,69190.00,69798.00,71787.00,74734.00,77303.00,80339.00,86628.00,92342.00,97697.00,102936.00,106550.00,110311.00,112412.00,114118.00,115353.00,116263.00
Kirklees,E08000034,113274.00,128415.00,143674.00,158414.00,175878.00,190939.00,194914.00,196751.00,203553.00,208133.00,212990.00,217780.00,229119.00,237097.00,247603.00,257399.00,267316.00,275590.00,280817.00,283429.00,285206.00,286670.00
Knowsley,E08000011,43229.00,48931.00,55673.00,60255.00,65584.00,72731.00,75487.00,76136.00,77253.00,78277.00,79771.00,80570.00,82903.00,85333.00,87486.00,88690.00,90299.00,92224.00,94819.00,96491.00,97409.00,98154.00
Lambeth,E09000022,52206.00,65358.00,72786.00,80897.00,93018.00,103424.00,106246.00,108258.00,112260.00,118167.00,123908.00,127224.00,133929.00,141715.00,151377.00,159522.00,169278.00,182790.00,194441.00,200852.00,205629.00,208500.00
Lancashire,E10000017,357822.00,401921.00,442958.00,487082.00,554163.00,614220.00,632942.00,641962.00,650653.00,661754.00,677360.00,689973.00,712235.00,740189.00,762884.00,779155.00,795269.00,815151.00,832983.00,841745.00,847513.00,851681.00
Lancaster,E07000121,44583.00,50706.00,55148.00,61389.00,68653.00,73879.00,75696.00,77029.00,77895.00,79535.00,81866.00,83123.00,86534.00,89680.00,91077.00,92698.00,94118.00,97262.00,100580.00,102384.00,102988.00,103484.00
Leeds,E08000035,198444.00,223887.00,251050.00,279002.00,319498.00,344118.00,350379.00,354513.00,361397.00,369010.00,376305.00,387434.00,403970.00,420982.00,435856.00,450260.00,465324.00,482657.00,500591.00,514435.00,522826.00,527732.00
Leicester,E06000016,71156.00,84917.00,95292.00,105781.00,120612.00,137921.00,143852.00,146971.00,149296.00,152061.00,154656.00,158261.00,163053.00,170814.00,182516.00,193427.00,197790.00,202185.00,209489.00,213818.00,217357.00,219627.00
Leicestershire,E10000018,204812.00,233574.00,254373.00,277099.00,320999.00,358778.00,369760.00,377217.00,383473.00,389356.00,395527.00,401914.00,412409.00,426884.00,441348.00,452618.00,462628.00,478968.00,493598.00,501474.00,505640.00,508546.00
Lewes,E07000063,35027.00,39557.00,42978.00,46482.00,53167.00,56020.00,56538.00,56795.00,57477.00,59013.00,60316.00,61426.00,63187.00,64880.00,66167.00,67222.00,69308.00,71102.00,72494.00,73599.00,74324.00,74747.00
Lewisham,E09000023,48851.00,59603.00,67600.00,75285.00,86852.00,93805.00,96570.00,98656.00,102283.00,108451.00,111605.00,115417.00,121180.00,130140.00,138000.00,144078.00,151546.00,158307.00,164971.00,169950.00,173862.00,176007.00
Lichfield,E07000194,32756.00,38269.00,42862.00,46411.00,52362.00,57348.00,58227.00,58989.00,59989.00,60529.00,62095.00,63360.00,64639.00,66656.00,68465.00,69540.00,70760.00,73742.00,76837.00,80277.00,80810.00,81311.00
Lincoln,E07000138,23536.00,27877.00,30778.00,33459.00,38169.00,41376.00,42518.00,43103.00,43827.00,45396.00,46035.00,46994.00,48167.00,49403.00,51449.00,52298.00,53998.00,56767.00,61071.00,64193.00,65634.00,66366.00
Lincolnshire,E10000019,233706.00,266323.00,294795.00,321832.00,369752.00,404653.00,419608.00,425621.00,431320.00,438058.00,443360.00,449400.00,460634.00,472384.00,485299.00,492037.00,503251.00,519007.00,536272.00,546256.00,551390.00,554709.00
Lisburn and Castlereagh,N09000007,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Liverpool,E08000012,126001.00,146662.00,158934.00,172282.00,188899.00,204788.00,213961.00,216723.00,220146.00,226339.00,232162.00,235041.00,243507.00,252645.00,258434.00,263304.00,268757.00,278657.00,290019.00,296809.00,300829.00,303618.00
Luton,E06000032,39201.00,46238.00,52051.00,55663.00,66264.00,77724.00,79320.00,80322.00,81611.00,84156.00,86358.00,88513.00,91566.00,93908.00,98151.00,100429.00,105833.00,110880.00,115002.00,118283.00,120607.00,122252.00
Maidstone,E07000110,49460.00,55428.00,61412.00,65490.00,73156.00,79655.00,82265.00,82866.00,84433.00,86102.00,87932.00,91392.00,93926.00,96916.00,100551.00,103407.00,105982.00,109746.00,112869.00,115394.00,117511.00,118901.00
Maldon,E07000074,21875.00,24121.00,25739.00,27130.00,32061.00,36002.00,36981.00,37191.00,38155.00,38717.00,39464.00,39844.00,40690.00,42017.00,43030.00,43955.00,44696.00,45498.00,47242.00,48087.00,48890.00,49229.00
Malvern Hills,E07000235,30470.00,34333.00,36688.00,39459.00,44370.00,46710.00,47189.00,47327.00,48292.00,49534.00,50287.00,50701.00,52292.00,53764.00,54804.00,55336.00,56282.00,57531.00,58591.00,59991.00,60415.00,60885.00
Manchester,E08000003,100876.00,119578.00,133274.00,144423.00,163320.00,178564.00,184554.00,187980.00,192738.00,199637.00,205910.00,211168.00,224967.00,244577.00,257087.00,269151.00,282928.00,296511.00,308422.00,315661.00,319888.00,323535.00
Mansfield,E07000174,33328.00,40935.00,44563.00,47134.00,52978.00,56800.00,57468.00,57959.00,58644.00,59624.00,60352.00,61198.00,62441.00,64899.00,66905.00,67989.00,70001.00,72324.00,73809.00,74490.00,74912.00,75269.00
Medway,E06000035,63279.00,73756.00,83301.00,91361.00,109151.00,119685.00,123283.00,124582.00,127627.00,131788.00,134553.00,137721.00,141951.00,147207.00,151811.00,155636.00,161466.00,166537.00,171709.00,175483.00,178869.00,180508.00
Melton,E07000133,15681.00,18244.00,19655.00,20894.00,24866.00,27925.00,28548.00,29647.00,29870.00,30003.00,30254.00,30710.00,31207.00,32173.00,33270.00,33889.00,34622.00,35866.00,37512.00,37851.00,38065.00,38245.00
Mendip,E07000187,38871.00,44913.00,49862.00,53300.00,58956.00,61161.00,61661.00,61916.00,62913.00,65294.00,66973.00,68396.00,70566.00,72938.00,73998.00,75605.00,77946.00,80033.00,82053.00,83177.00,83835.00,84423.00
Merthyr Tydfil,W06000024,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Merton,E09000024,49674.00,56598.00,60378.00,66210.00,74537.00,79727.00,81302.00,82343.00,85249.00,89067.00,92821.00,96495.00,104250.00,108764.00,114928.00,121323.00,125960.00,130547.00,135208.00,137269.00,139105.00,140383.00
Mid and East Antrim,N09000008,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Mid Devon,E07000042,24341.00,28612.00,31780.00,34374.00,39888.00,43823.00,44343.00,44472.00,45393.00,46357.00,47619.00,48496.00,49989.00,51388.00,52619.00,53634.00,54601.00,56796.00,58675.00,60316.00,60960.00,61355.00
Mid Suffolk,E07000203,38135.00,42894.00,47152.00,49880.00,56124.00,57957.00,58422.00,59225.00,59717.00,61084.00,61842.00,62879.00,64664.00,67701.00,69547.00,70936.00,71911.00,74061.00,76591.00,77591.00,78311.00,78955.00
Mid Sussex,E07000228,42664.00,48022.00,54012.00,59379.00,68073.00,73555.00,74222.00,74834.00,76590.00,80209.00,81986.00,84394.00,88171.00,91257.00,94480.00,97853.00,98637.00,102443.00,106356.00,108210.00,109505.00,110272.00
Mid Ulster,N09000009,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Middlesbrough,E06000002,37392.00,42154.00,46026.00,49093.00,55580.00,62418.00,64587.00,66661.00,69500.00,71089.00,71746.00,72786.00,75642.00,77233.00,79173.00,80850.00,82215.00,84200.00,85574.00,88635.00,90699.00,92363.00
Midlothian,S12000019,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value
Milton Keynes,E06000042,55325.00,65547.00,73767.00,83234.00,96848.00,107348.00,112947.00,114144.00,117707.00,122579.00,128547.00,132034.00,136198.00,142655.00,148642.00,154322.00,162269.00,167675.00,174813.00,178193.00,180841.00,182789.00
